Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_headquarters_city,same_location,company_age,python_yn,R_yn,spark_yn,aws_yn,excel_yn
Job Opening for DATA SCIENTIST,$54K-$92K (Glassdoor est.),"Job Opportunity for Data Scientist

Roles and Responsibilities:
Â 1. Execute the end to end ML processes (from data identification till insights discovery)
Assessing the quality & comprehensiveness of data
Data Pre-processing, modelling & post processing of data
Ability to identify insights from the data
Comfortable with statistical principles (like ANOVA, hypothesis test etc..) and apply
them with the data sets
6. Machine Learning: Able to work with algorithms â€“ understand, interpret and devise
your own algorithm for the business problem. Selection of right algorithms
(Regression, Classification,)
Experiences in Algorithms â€“ Neural network, Random Forest,
Measure the performance of the data science model using metrics & come out with
methods to improve he performance of the model
Experience in deploying ML models in the cloud â€“ AWS / MS Azure
Experience in handling sensors data, text data
Must have done project on Vehicle data analytics for automobile industry, Commercial Vehicle OEM, India

Requirements:Must have:
1. Data modelling Skills : SQL, Python, C, Tensor Flow
2. Experience : Minimum 5 years of relevant experience in Machine Learning
3. Projects : Minimum 3Â projects (not academic with Kaggle competitions,..)
in data science projects delivered to customers
4. Domain : Automotive/Manufacturing

Must have:
Education: ME / M Tech (from IIT / NIT)
Exp: 5 to 10 Years
Location: Chennai
Notice Period: Immediate or 15 Days.

Interested Candidates can share their Updated Profiles to
almas.unni@adrgrp.com,Â hr@adrgrp.com
or Call 044-48545680Â
00-10.00 Years
Masters in Technology (M.Tech/M.E/M.Sc)",-1.0,Andnr Soft Solutions Private Limited,Chennai,-1,-1,-1,-1,-1,-1,-1,-1,0,0,54,92,73.0,Andnr Soft Solutions Private Limited,-1,0,-1,1,0,0,1,0
Data Analyst/Scientist,$61K-$100K (Glassdoor est.),"Founded in 1987 and listed on NASDAQ, our client is headquartered in the USA and has an annual turnover of over USD 2+ Billion. They are a leading provider of technology solutions for small, medium, enterprises throughout the North America, Europe and Asia. Their comprehensive expertise and proven experience in advanced technologies and consulting & implementation services makes them the preferred partner for many global MNC customers

As a Data Analyst/ Scientist you will be responsible for reviewing, analysing and for gaining insights from the data stored in the BI data cubes as well as position BI for future uses such as machine learning and predictive analytics of sales behaviors.

Ket Responsibilities and Qualifications/Skills
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Excellent understanding of machine learning techniques and algorithms, etc.
Experience with common data science toolkits
Great communication skills
Experience with data visualization tools such as Power BI
Experience with MS SQL databases and Analytics / OLAP Cube Development (Microsoft SSAS and MDX)
Proficiency in using query languages such as SQL
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality
Location: Gurgaon, India

Employment Term: Dedicated & Full Time",5.0,"itForte
5.0",Gurgaon,"New Delhi, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,61,100,80.5,"itForte
",New Delhi,0,-1,0,0,0,0,1
Lead Data Scientist,$81K-$140K (Glassdoor est.),"To be a key member of the Analytics team, working closely with data scientist, data engineers as well as business users to develop, maintain and automate delivery of model pipelines in our infrastructure. In this role, the person is expected to take on critical tasks such as productionizing, deploying and testing of machine learning & analytics models. The person will work closely and report to the lead data scientist in the team.

In this role, you will:
Spend > 75% of your time coding and implementing re-usable Machine Learning frameworks
Work with data engineers to source, analyse and engineer features
Work with data scientists to develop, test and deploy Machine Learning models
Keep up to speed with the latest industry and technology developments on Machine Learning

Basic Qualifications:
A degree in Statistics, Machine Learning, Computer Science, Data Science or related field
Familiarity with at least one major Machine Learning frameworks: Tensorflow, Pytorch, Keras, Scikit-Learn, Spark ML, etc.
Familiarity with Python, SQL and Unix/Linux Commands
Familiarity with Dockers, Kubernetes, REST APIs, AWS or similar cloud services
Familiarity with Distributed/Cluster computing environment like Spark

Preferred Qualifications:
Overall, 14+ yrs experience in IT Industry
Proficiency in the mathematics underlying Machine Learning
Ability to present complex technical information in a clear and concise manner to a variety of audiences
Minimum of 3-5 years working on Machine Learning models deployment",3.6,"DBS Bank
3.6",India,"Singapore, Singapore",10000+ employees,1968,Company - Public,Banks & Building Societies,Finance,₹500+ billion (INR),"OCBC Bank, Citi, Standard Chartered Bank",0,0,81,140,110.5,"DBS Bank
",Singapore,0,52,1,0,1,1,0
Senior Data Scientist,$80K-$148K (Glassdoor est.),"At Aera, we deliver the cognitive technology that enables the Self-Driving Enterprise™: a Cognitive Operating System™ that connects you with your business and autonomously orchestrates your operations. Aera's Cognitive OS leverages the best of artificial intelligence, machine learning, natural language processing, big data, and enterprise domain expertise to deliver Cognitive Automation at scale for some of the world's largest companies.

Aera Technology is looking for an expert Senior Data Scientist based in Pune, India. You will be working on new and challenging data science problems. This is the chance to be part of Aera's growing Data Science team, led by one of Aera's longest-tenured Engineering leaders!
Responsibilities
You will be responsible for designing, implementing, monitoring and maintaining our machine learning systems that powers the Aera platform
You will be working in a highly-collaborative environment with other experts in data science and engineering
Transform business problems into data problems
Research and build statistical/machine-learning models
Perform Exploratory Data Analysis and Statistical Analysis; clearly present the results of an analysis to customers and management
Collaborate with other team members to build data-science products and services using the Aera platform
About You
Master’s Degree in Computer Science, Mathematics, Statistics or a related quantitative field with a focus on Machine Learning or Deep Learning. Ph.D. preferred
7+ years of professional experience as a Machine Learning Engineer/Data Scientist; in a product development setting
Hands-on experience with software development, including translating ML models into scalable production services
Good intuitive understanding of machine learning algorithms and practical experience building models with incremental/iterative approach
Strong in Python
Experience in Full-Cycle Data Science projects
Experience in implementing machine learning algorithms using APIs/libraries from scikit-learn, H2O, MLlib and TensorFlow
Hands-on experience with software development, including translating ML models into scalable production services
Experience in working with large data sets and pipelines, distributed systems for machine learning using frameworks such as Apache Spark
Excellent verbal and written communication skills
You take complete ownership of your work and are self-driven
At Aera, we're on a mission to solve the biggest, most intractable challenges in the world of enterprise software. We envision the rise of the Self-Driving Enterprise: a more autonomously functioning business with a central operating system that connects and orchestrates business operations. Our Cognitive Operating System is increasingly used by the world's largest companies to fundamentally transform their organizations and how work is done.

If you share our passion for building the next generation of enterprise software, and deploying it for the most sophisticated customers in the world, you’ve met your match. Headquartered in Mountain View, California, we're growing fast, with teams in Mountain View and San Francisco (California), Bucharest and Cluj-Napoca (Romania), Paris (France), Munich (Germany), London (UK), Pune and Bangalore (India), Sydney (Australia) and Singapore. So join us, and let’s build the future of work together!",3.6,"Aera Technology
3.6",Pune,"Mountain View, CA",201 to 500 employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Elementum, Qlik",0,0,80,148,114.0,"Aera Technology
",Mountain View,0,3,1,0,1,0,1
Data Engineer - Business Data Technologies,$108K-$171K (Glassdoor est.),"Amazons eCommerce Foundation (eCF) organization is responsible for the core components that drive the Amazon website and customer experience. Serving millions of customer page views and orders per day, eCF builds for scale.
As an organization within eCF, the Business Data Technologies (BDT) group is no exception. We collect petabytes of data from thousands of data sources inside and outside Amazon including the Amazon catalog system, inventory system, customer order system, page views on the website and Alexa systems. We also support Amazon subsidiaries such as IMDB and Audible. We provide interfaces for our internal customers to access and query the data hundreds of thousands of times per day, using Amazon Web Services (AWS) Redshift, Hive, and Spark. We build scalable solutions that grow with the Amazon business.

BDT is growing, and the data processing landscape is shifting. Our data is consumed by thousands of teams across Amazon including Research Scientists, Machine Learning Specialists, Business Analysts and Data Engineers. Amazon.com is seeking an outstanding Data Engineer to join the BDT Content team. The BDT Content team manages the core Amazon business data from hundreds of source systems. Amazon.com has culture of data-driven decision-making, and demands business intelligence that is timely, accurate, and actionable. If you join the Amazon.com BDT Content team, your work will have an immediate influence on day-to-day decision making at Amazon.com.

Responsibilities
Amazon.com Business Intelligence is a fast paced environment where every day brings new challenges and new opportunities. As a Data Engineer working on the analytics platform, you will be implementing and supporting the analytic technologies that give our customers timely, flexible and structured access to their data. You will be challenged with a variety of tasks, ranging from server administration to metadata modeling to UI design. You will interact with customers to gather requirements and structure solutions.Design, implement and drive adoption of new analytic technologies and solutions. Promote industry standard best practices. Interface with business customers, gathering requirements and gaining a deep-dive understanding of key datasets.Tuning application and query performance against large, complex data structures.
eCommerce Platform Services

Basic Qualifications

· A desire to work in a collaborative, intellectually curious environment.
· Degree in Computer Science, Engineering, Mathematics, or a related field and 4-5+ years industry experience

Must have one year of experience in the following skill(s):
· Developing and operating large-scale data structures for business intelligence analytics using: ETL/ELT processes; OLAP technologies; data modeling; SQL;
· Experience with at least one relational database technology such as Redshift, Oracle, MySQL or MS SQL
· Experience with at least one massively parallel processing data technology such as Redshift, Teradata, Netezza, Spark or Hadoop based big data solution



Preferred Qualifications


· Industry experience as a Data Engineer or related specialty (e.g., Software Engineer, Business Intelligence Engineer, Data Scientist) with a track record of manipulating, processing, and extracting value from large datasets.
· Coding proficiency in at least one modern programming language (Python, Ruby, Java, etc)
· Experience building/operating highly available, distributed systems of data extraction, ingestion, and processing of large data sets
· Experience building data products incrementally and integrating and managing datasets from multiple sources
· Query performance tuning skills using Unix profiling tools and SQL
· Experience leading large-scale data warehousing and analytics projects, including using AWS technologies Redshift, S3, EC2, Data-pipeline and other big data technologies
· Experience providing technical leadership and mentor other engineers for the best practices on the data engineering space
· Linux/UNIX including to process large data sets.
· Experience with AWS",4.2,"Amazon
4.2",Hyderabad,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart",0,0,108,171,139.5,"Amazon
",Seattle,0,26,1,0,1,1,0
Senior Data Scientist,$112K-$179K (Glassdoor est.),"Data Science @ Dream11
Data Science at Dream11 comprises of enthusiastic young scientists thriving to derive value from data continuously. Data Science team focuses on product and user analytics by integrating data from multiple sources streaming at a rate of ~100 GB/day. The team has developed state-of-art solutions for developing automated contests, data driven risk prevention model, risk aversion, recommendation systems to enhance product and user experience.
Your Role:
You will use data science, behaviour psychology and sports analytics to help Dream11 be more fun, social and rewarding. Join us if you believe that data science can revolutionise the world of sports.
Applying rigorous experimentation and iterative analytics to steer the improvements of our products, while implementing machine learning and artificial intelligence
Creating algorithms to extract information from a large data set to perform statistical analysis and analyse the same to create predictive models for consumer behaviour
Establishing scalable, efficient, automated processes for model development, model validation and model implementation
Giving a strategic perspective to our teams and providing business understanding to the organization based on your data analysis
Identifying emerging trends and opportunities for future growth
Must Have:
Love sports and data. You need to eat, breathe and sleep data. For you, everything has to be measured and data-driven
Are an expert at data visualization and presentation
Have a strong background in statistical concepts and machine learning models
Have 4+ years of work experience with large volumes of data preferably in e-commerce
Have a formal education in relevant fields such as stats, computer science or applied math
Good to Have:
Experience of working in an agile environment
Previous experience at a fast growing consumer internet startup
Dream Sports is a sports technology company with brands such as Dream11, FanCode, DreamX, DreamSetGo and DreamPay in its portfolio. Dream Sports is executing its vision of ‘Make Sports Better’ by providing multiple avenues for fans to deeply engage with the sports they love through fantasy sports, content, commerce, experiences and events, among others.
Founded in 2008 by Harsh Jain and Bhavit Sheth, the company has been ranked #10 among India’s Great Mid-Size Workplaces in 2019 and was recognised as one of the top 10 innovative companies in India by Fast Company in 2019. Kalaari Capital, Think Investments, Multiples Equity, Tencent and Steadview Capital are the marquee investors in Dream Sports.",3.5,"Dream Sports
3.5",Mumbai,"Mumbai, India",51 to 200 employees,2012,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,0,0,112,179,145.5,"Dream Sports
",Mumbai,1,8,0,0,0,0,0
Senior Data Scientist- AI,$63K-$111K (Glassdoor est.),"Description:
Background:
Lymbyc is the first and currently the only player, in the predictive engine-based self-service analytics product space for end business users. We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions ranging from data selection to algorithm selection and finally visualisation and narratives, without any human intervention. And now we are embarking on bringing explainable component to our AI based solutions, to make the business decisions simpler, easier and adaptable to larger stakeholders.

By way of our acquisition, we at Lymbyc now are working full tilt with LTI’s global reach to take Leni to the world’s major businesses.

Description:
We need ace data scientists who can develop best in class predictive models, machine learning models and deep learning models and at the same time they should be able to explain the decisions taken by the models automatically through plain simple English language. The explainable elements should not be limited to the numbers and formulas, there must be a bit of personalization also to understand the context of the problem.

Roles and Responsibilities:
Passion for learning new technologies and be up to date with the scientific research community.
Work in technical teams in development, deployment, and application of machine learning solutions, leveraging technical components and explaining the modelling decisions
Take responsibility for insights, reports and explanability of the decisions taken by predictive models
Responsible for taking an idea from concept to production thoroughly with feedback from all stakeholders.

Qualification:
Masters’ in Computer Science/M. tech/PhD/Statistics/Econometrics/Applied Mathematics/Applied Statistics/Operations Research is a must
Hands on Experience with data mining or machine learning, deep learning, computer vision, natural language processing
Hands on Experience in developing deep learning models and explaining the results of deep learning models in a business-friendly manner

Skills Required:
Must have minimum of 5-7 years of industry experience in developing data science models.
Deep understanding and experience in the field of Machine Learning, Deep Learning and statistical learning
The person should be excellent at Classification (logistic regression, svm, decision tree, random forest, neural network), Regression (linear regression, decision tree, random forest, neural network), Classical optimisation (gradient descent, newton rapshon, etc), Graph theory (network analytics), Heuristic optimisation (genetic algorithm, swarm theory)
Should be strong at Deep leaning (CNN, LSTM, RNN, Bi-LSTM)
Must have thorough mathematical knowledge of correlation/causation, decision trees, classification and regression models, recommenders, probability and stochastic processes, distributions, priors and posteriors.
Skilled at scientific programming languages such as Python, R, Matlab and writing deployable code into production.
Understand the model lifecycle of cleansing/standardizing raw data, feature creation/selection, writing complex transformation logic to generate independent and dependent variables, model selection, tuning, A/B testing and generating production ready code.
Knowledge of Numerical optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a plus.
Familiarity with R, Apache Spark (Scala, Python), PyMC3/theano/tensorflow/Keras and other scientific python/R modules is a must.
AI skillsets – hands-on Machine learning and Deep Learning algorithms and platforms, neural networks in any, or all the following areas, specifically, in Data & Analytics use cases
Language – Natural Language Processing, machine translation, emotion detection, language detection, classification
Vision – computer vision, object recognition/tracking, face/gender/age/emotion recognition, OCR/handwriting recognition
Knowledge and experience in some of the key AI platforms will be important, e.g. IBM Watson, Microsoft Azure, Google Api.Ai, Facebook Wit.Ai, Chatbots using Microsoft Bot Framework
Knowledge and experience of key machine learning and deep learning framework, e.g. Keras, TensorFlow, Caffe, CNTK, Jiraffe, MXNet and PyTorch commercial technologies/platforms, etc",3.5,"Lymbyc Solutions
3.5",Bengaluru,"Bengaluru, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,63,111,87.0,"Lymbyc Solutions
",Bengaluru,1,-1,1,0,1,0,1
Data Scientist- AI,$75K-$126K (Glassdoor est.),"Description:
Lymbyc is the first and currently the only player, in the predictive engine-based self-service analytics product space for end business users. We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions ranging from data selection to algorithm selection and finally visualisation and narratives, without any human intervention. And now we are embarking on bringing explainable component to our AI based solutions, to make the business decisions simpler, easier and adaptable to larger stakeholders.

By way of our acquisition, we at Lymbyc now are working full tilt with LTI’s global reach to take Leni to the world’s major businesses.

Descriptions

We need ace data scientists who can develop best in class predictive models, machine learning models and deep learning models and at the same time they should be able to explain the decisions taken by the models automatically through plain simple English language. The explainable elements should not be limited to the numbers and formulas, there must be a bit of personalization also to understand the context of the problem.

Roles and Responsibilities:
Passion for learning new technologies and be up to date with the scientific research community.
Work in technical teams in development, deployment, and application of machine learning solutions, leveraging technical components and explaining the modelling decisions
Take responsibility for insights, reports and explanability of the decisions taken by predictive models
Responsible for taking an idea from concept to production thoroughly with feedback from all stakeholders.

Qualification:
Masters’ in Computer Science/M. tech/PhD/Statistics/Econometrics/Applied Mathematics/Applied Statistics/Operations Research is a must
Hands on Experience with data mining or machine learning, deep learning, computer vision, natural language processing
Hands on Experience in developing deep learning models and explaining the results of deep learning models in a business-friendly manner

Skills Required:
Must have minimum of 3-5 years of industry experience in developing data science models.
Deep understanding and experience in the field of Machine Learning, Deep Learning and statistical learning
The person should be excellent at Classification (logistic regression, svm, decision tree, random forest, neural network), Regression (linear regression, decision tree, random forest, neural network), Classical optimisation (gradient descent, newton rapshon, etc), Graph theory (network analytics), Heuristic optimisation (genetic algorithm, swarm theory)
Should be strong at Deep leaning (CNN, LSTM, RNN, Bi-LSTM)
Must have thorough mathematical knowledge of correlation/causation, decision trees, classification and regression models, recommenders, probability and stochastic processes, distributions, priors and posteriors.
Skilled at scientific programming languages such as Python, R, Matlab and writing deployable code into production.
Understand the model lifecycle of cleansing/standardizing raw data, feature creation/selection, writing complex transformation logic to generate independent and dependent variables, model selection, tuning, A/B testing and generating production ready code.
Knowledge of Numerical optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a plus.
Familiarity with R, Apache Spark (Scala, Python), PyMC3/theano/tensorflow/Keras and other scientific python/R modules is a must.
AI skillsets – hands-on Machine learning and Deep Learning algorithms and platforms, neural networks in any, or all the following areas, specifically, in Data & Analytics use cases
Language – Natural Language Processing, machine translation, emotion detection, language detection, classification
Vision – computer vision, object recognition/tracking, face/gender/age/emotion recognition, OCR/handwriting recognition
Knowledge and experience in some of the key AI platforms will be important, e.g. IBM Watson, Microsoft Azure, Google Api.Ai, Facebook Wit.Ai, Chatbots using Microsoft Bot Framework
Knowledge and experience of key machine learning and deep learning framework, e.g. Keras, TensorFlow, Caffe, CNTK, Jiraffe, MXNet and PyTorch commercial technologies/platforms, etc",3.5,"Lymbyc Solutions
3.5",Bengaluru,"Bengaluru, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,75,126,100.5,"Lymbyc Solutions
",Bengaluru,1,-1,1,0,1,0,1
Machine Learning/Data Scientist,$110K-$184K (Glassdoor est.),"Key Responsibilities:
Apply deep advanced analytical skills to explore complex datasets for knowledge discovery and predictive modeling activities.
Ability to work independently to innovate, and develop prototypes to demonstrate the feasibility of research ideas.
Inspire and influence others for continous improvement in every aspect
Be hands on in development and execution of predictive analytics and machine learning.

Job Requirements :
Minimum two years of experience with Machine Learning technologies
Expert in building custom ML algorithms leveraging statistical concepts and ML tools
Apply machine learning, data mining, predictive modelling & statistical techniques to create new scalable models.
Understanding & working knowledge in Natural Language Processing & Conceptual modelling.
Proficiency in statistical analysis tools (R, Python and SAS).
Extensive experience solving analytical problems using quantitative approaches (e.g. Bayesian Analysis, Reduced Dimensional Data Representations and Multi-scale Feature Identification).
Research and implement data mining machine learning algorithms in supervised and unsupervised learning areas Good knowledge of NoSQL DB (Mongo/Casandra)
Awareness/Experience with big data tools (Hadoop, HDFS & Spark).
Experience on AWS/Google machine learning services is a plus.
Experience with any of these is a plus: scikit-learn, Pandas, R, ggplot, D3, and Spark (open source preferred)",3.4,"Forgeahead
3.4",Pune,"Pune, India",51 to 200 employees,1999,Company - Private,IT Services,Information Technology,₹100 to ₹500 million (INR),-1,0,0,110,184,147.0,"Forgeahead
",Pune,1,21,1,0,1,1,0
Data Scientist - PhD,$76K-$145K (Glassdoor est.),"Company Description

About Affine

Affine is a Data Sciences & AI services provider, offering capabilities across the analytical value chain from data engineering to analytical modelling and business intelligence to solve strategic & day to day business challenges of organizations worldwide. They empower their clients to make informed decisions & to take proactive actions through impeccable technology-based development & business acumen.

They develop solutions for multiple verticals such as Retail, CPG, E-commerce, High-Technology, BFSI, Media & Entertainment, Manufacturing among others and are respected as one of the Marquee names in the “Consultancies for Transformation” space.

Affine is headquartered in Bengaluru, India with other offices in New York & Seattle, United States and Singapore.

Job Description

Experience: 0 – 4 years
Education requirement: PhD in Machine Learning/Deep Learning/Artificial Intelligence/Image
processing/Statistics/Computer Science/ Mathematics

Responsibilities
• Utilizing artificial intelligence and machine learning concepts to solve challenging business problems
• Work on problems from various domains like NLP, Recommendation engine, computer vision
• Should participate in complete project cycle i.e. understanding a problem statement, data gathering,
analyzing data, implementing ML/AI solutions
• Should be able to learn new tools/languages quickly and continue expanding knowledge on latest
advances in ML/AI
• Managing project timing, client expectations and meeting deadlines
• Publishing research articles, papers and blogs

Desired skills and experience:
•Strong experience in machine learning/artificial intelligence in academics or academics plus
industry
• Expert level in at least one programming language. Preferably R or Python
• Knowledge of statistics and machine learning (Probability theory, parametric and non-parametric
models, supervised and unsupervised ML techniques, etc.)
• Knowledge of deep learning algorithms (CNN, RNN, autoencoders, etc.)
• Knowledge in databases preferable",3.7,"Affine Analytics
3.7",Bengaluru,"Bengaluru, India",201 to 500 employees,2011,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,76,145,110.5,"Affine Analytics
",Bengaluru,1,9,1,0,0,0,0
Manager Data Scientist,$36K-$62K (Glassdoor est.),"Company Introduction

Information Security & Data Analytics Series A funded company

Working in cutting edge technologies - Using AI for predictive intelligence and Facial Biometrics

Among Top 5 Cyber excellence companies globally (Holger Schulze awards)

Bronze award for best startup of the year (Indian Express IT awards), only cyber security company in top 3

More than 100+ clients in India

Job Descriptions
6+ Yrs. of industry experience in python(core) development
Minimum 3+ Yrs. of experience in NLP
Minimum 3+ Yrs. of experience in ML/DL
Strong Knowledge in core Python development.
Excellent command over various Machine Learning / Deep Learning algorithms.
Strong Knowledge on NLP.
Strong knowledge of Word embedding techniques like, GloVe, Bert etc.
Good exposure to various advanced deep learning networks like NN, RNN, CNN, P-CNN, and LSTM.
Must have complex project experience in regression, classification, clustering algorithms.
Must be well exposed to various text pre-processing techniques in NLP.
Must have experience in feature engineering, feature selection techniques.
Must be able to handle deployment complexities like big data management, model integration to existing environment.
Must have very good command on Python.
Should have strong knowledge of Regular expression.
Excellent knowledge on File Handling, Iterators, OS module and automation in Python is a must.
Must be comfortable in working with various operating systems including Windows and Linux.
Should be able to suggest alternative methods of solving complex problems.
Should be able to automate various OS tasks.
Experience with text processing.
Should be able to work in a team and alone.
Team Management skills",4.3,"Innefu Labs Pvt. Ltd.
4.3",New Delhi,"New Delhi, India",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,36,62,49.0,"Innefu Labs Pvt. Ltd.
",New Delhi,1,10,1,0,0,0,1
Analytical consultant/Data Scientist,$70K-$118K (Glassdoor est.),"Analytics/Data Scientist


We at o9 Solutions...

We help enterprises to digitally transform their supply chain with a cloud-based platform that connects the supply chain end-to-end. We do this with the latest available technologies like AI/ML and NLP. Headquartered in Dallas, we have offices in Europe, Japan, Korea and one here, in Bangalore. In the past 18 months, we expanded our value-adding activities to amongst others Google, Nike, Walmart and Starbucks. The US/EMEA/India team is expanding rapidly and we look forward to having you on board and support our growing organization!


What you really do:

Design and operationalize various kinds of descriptive, predictive and prescriptive analytics relevant in the planning space.
While the analysis can happen in R, excel, SQL or o9’s tool, ensure the results are presented in a usable fashion for consumption in the o9 platform.


You will:

Ability to work with and as a true team
Ability to analyse problems by synthesizing complex information, evaluating alternate methods and articulating the result with the relevant assumptions/reasons
Knowledge of statistical and machine learning algorithms
Experience in using R and/or Python
Experience in implementing planning applications will be a plus
Knowledge of SQL, experience with ETL tools like Informatica/SSIS will be a plus
Having an educational background in Operations Research/Management will be a plus.

What is required by the position?

Experience of applied analytics in the field of Supply chain, like building Demand forecasting models, applied ML methods in improving Supply/Inventory planning etc.
Expertise at the juncture of planning and analytics for very diverse problems like recommending optimal assortments/pricing/inventory levels/forecasts, demand supply balancing etc.
SW tools: o9’s planning platform, R, SSIS, SQL, Excel.


What you get:

Flexible working schedule
Possibility to travel and work with clients
Exposure to the biggest brands in the world
A flat organization with a very strong entrepreneurial culture
A great team to support you and that you can support
Great people and unlimited fun at work
Possibility to really make a difference in a scale-up environment

Beer Fridays",3.3,"o9 Solutions, Inc.
3.3",Bengaluru,"Dallas, TX",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1,0,0,70,118,94.0,"o9 Solutions, Inc.
",Dallas,0,11,1,0,0,0,1
Associate Data Scientist - MFG,$94K-$153K (Glassdoor est.),"Noodle's Data Scientists build advanced AI models that change the way our clients do business by empowering them to make better decisions. Our solutions impact small and large businesses ranging from media, to retail companies, to airlines, to e-commerce, financial services, to government agencies. Members of our Data Science team are passionate about problem solving with applied data science and work with clients to explore, specify, and communicate high-value, AI- based solutions. We geek out about AI technology.

As a Data Scientist at Noodle.ai, you will collaborate with the Noodle Client Service team, Data Engineers, SW Engineers, UX Designers, and industry-specific experts from our client companies to build a deep understanding of our clients' business context and then develop, test, and deploy advanced AI models. As we grow, you will also develop reusable IP to help us move faster, dive deeper, and work more efficiently by generalizing the models, methodologies, and supporting infrastructure that you build. As one of the early hires to join the Noodle.ai team, you will have a significant impact on the future of Enterprise Artificial Intelligence.

Qualifications:
Must haves

1+ years of experience in applied artificial intelligence technologies including machine learning, predictive data analytics, and/or data science

BE/B.Tech or Advanced degree in a relevant field ( Computer Science, Operations Research, Statistics, Mathematics, Electrical Engineering, or other Computational Science )

Proficient in python

Experience with spark

Knowledge of data science/machine learning concepts

Demonstrated ability to iteratively conceptualize, design and build data-driven analytical models

Strong capabilities in modern analytics languages/tools

Collaborative, open, and respectful working style

Passion for learning and a desire to grow – Noodlers are life-long learners!

Nice to haves

Experience applying advanced AI techniques ( g., machine learning, predictive analytics. optimization, semantic analysis, time-series analysis, advanced visualization ) to real-world problems

Experience with R

Experience manipulating and preparing large, heterogeneous data sets (""Big Data"") to support advanced analytics

Demonstrated energy and passion that extends beyond your field of study – Are you a computer scientist who writes poetry? A mathematician who loves psychology? An engineer passionate about public policy? We want to build something with

Experience with (and excitement for) interdisciplinary collaboration",4.5,"Noodle.ai
4.5",Bengaluru,"San Francisco, CA",201 to 500 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1,0,0,94,153,123.5,"Noodle.ai
",San Francisco,0,4,1,0,1,0,0
