Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Chief Data Scientist.,-1,"Job Purpose:
Provides deep technical Big Data and Machine Learning expertise to business vertical across the organization, governing the technical and methodology approach to solving Business Problems using Machine Learning.

Key Result Areas/Accountabilities:
This roll will be influencing and driving best practices to all the functions via vertical lead data scientists.
The person in the roll is expected to look at state of the art research available in the ML domain, and conduct pilots, before they are adopted by the verticals.
Will be the guardian of best practices, and help design interventions or process, that enable the teams to build robust scalable models for solving business problems.
Establish governance mechanisms, to ensure repeatable performance, and constantly oversee the quality of ML solutions built by the teams.
The person is expected to work on the difficult / challenging problems that has very high impact on business.
Develop workflows to process data and develop models for a problem, and ensure thatsuch workflows and learnt models are transferrable to other problems that are similar innature
Excellent credentials in working as a team or self-motivated individual contributorwilling to collaborate with colleagues locally and globally.
Core Competencies, Knowledge, Experience:
Working in Big Data analytics & deployment of models and algorithms from large volumes of structured and unstructured data in a commercial /consumer environment.
Turning complex (structured / unstructured /image / Voice) datasets into strategic insights for the business and communicate simply to non-technical audiences, visualizing results.
Developing Machine Learning solutions to solve real business problems, taking account of user needs, technology and operational landscape
Recognized as an expert in the community, mentoring and advising others on statistical techniques, algorithms and data sources
Hands On in Application of Big Data modeling and visualization tools (e.g. Hadoop, Spark, Python, D3.js, CartoDB, SciPy, GIS, NLTK, MLlib)
Experience on Machine Learning on Public Cloud platforms ( AWS / Microsoft, Google)
Experience in Deep Learning Frameworks Tensor flow, open-source libraries, e.g., Keras, and open-source distributed computing frameworks
Deep Expertise in Recommendation Engines, using data at petabyte scale.
Ability to test hypotheses from raw data sets, draw meaningful conclusions, and clearly communicate results
Expert in deep and broad statistical modelling
Familiarity with applications of deep learning, computer vision, and generalized artificial intelligence (e.g., convolutional neural networks, adversarial neural networks), to solving business problems
Ability to work cross functionally to translate business issues into potential analytics solutions
Strong communication skills with prior experience communicating analytics results to senior management
Ability to think critically, question assumptions and devise solutions to challenging technical problems.
Experience with very large datasets
Knowledge of applicable data privacy practices and laws
Experience in end-to-end development of the data science processes experimentation, segmentation and documentation.
Strong verbal and written communication skills.
Strong decision-making skills
Ability to accurately and effectively tell the story told by the data
Attention to detail, excellent organizational, planning and analytical skills.
Extensive knowledge attribution tracking technology or platforms
Highly analytical mindset, with the ability to interpret performance data
A drive to be updated as well as master new technologies and techniques, apply it for solving business problems.",-1,MAESTRO PLACEMENT CONSULTANCY SERVICES,Mumbai,"Mumbai, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist/Analyst,-1,"As a Data Scientist, you will lead the development of a trading system and market analytics development, creating a range of forecasting and pricing models, contract and portfolio optimisation, and risk analysis.

Responsibilities
Detailed quantitative modelling of energy market fundamentals
Development of power market data forecasting models utilising machine learning and statistical techniques
Research UK power market and real time operation of Balancing Mechanism
Monitoring real time energy market information and implementing automated trading practices
Identification of value creation opportunities and developing trading strategies
Process and analysis of large financial datasets
Apply critical and creative thinking whilst considering data driven solutions
These are broad roles in a business that develops flexible generation projects from inception to operation. We are looking for a smart and driven analyst who is motivated by technical challenges and who has the vision to join a growing, dynamic company.

Requirements
Proficiency with Python, SQL and Database experience
Data analysis programming experience in Python using libraries, especially machine learning packages
An interest in the renewable energy sector is crucial
Proven programming, analytical and problem solving abilities
Experience with machine learning techniques and data science solutions
Communication skills are key as you’ll be interacting with people across the business as well as stakeholders outside of it
Engineering or physical sciences grounding, degree qualified in STEM subject
Valid UK driving licence desirable but not necessary.
What We Offer
Full-time permanent positions (unless otherwise described).

A challenging, stimulating and flexible work environment where talented professionals will be encouraged to forge successful careers. We are a fast-growing business deploying a disruptive technology, with all the opportunities that presents. As part of our team, you will have the scope to develop your role to match your aspirations and your strengths.

Competitive salary and bonus; company pension; flexible working hours; training program; flat management structure, and a bright spacious modern office environment in central Gloucester.

All our positions require a valid UK driving licence and eligibility to work permanently in the UK.",-1,Noriker Power,Odisha,"Gloucester, United Kingdom",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
Manager Data Scientist,-1,"Company Introduction

Information Security & Data Analytics Series A funded company

Working in cutting edge technologies - Using AI for predictive intelligence and Facial Biometrics

Among Top 5 Cyber excellence companies globally (Holger Schulze awards)

Bronze award for best startup of the year (Indian Express IT awards), only cyber security company in top 3

More than 100+ clients in India

Job Descriptions
6+ Yrs. of industry experience in python(core) development
Minimum 3+ Yrs. of experience in NLP
Minimum 3+ Yrs. of experience in ML/DL
Strong Knowledge in core Python development.
Excellent command over various Machine Learning / Deep Learning algorithms.
Strong Knowledge on NLP.
Strong knowledge of Word embedding techniques like, GloVe, Bert etc.
Good exposure to various advanced deep learning networks like NN, RNN, CNN, P-CNN, and LSTM.
Must have complex project experience in regression, classification, clustering algorithms.
Must be well exposed to various text pre-processing techniques in NLP.
Must have experience in feature engineering, feature selection techniques.
Must be able to handle deployment complexities like big data management, model integration to existing environment.
Must have very good command on Python.
Should have strong knowledge of Regular expression.
Excellent knowledge on File Handling, Iterators, OS module and automation in Python is a must.
Must be comfortable in working with various operating systems including Windows and Linux.
Should be able to suggest alternative methods of solving complex problems.
Should be able to automate various OS tasks.
Experience with text processing.
Should be able to work in a team and alone.
Team Management skills",4.3,"Innefu Labs Pvt. Ltd.
4.3",New Delhi,"New Delhi, India",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Analytical consultant/Data Scientist,-1,"Analytics/Data Scientist


We at o9 Solutions...

We help enterprises to digitally transform their supply chain with a cloud-based platform that connects the supply chain end-to-end. We do this with the latest available technologies like AI/ML and NLP. Headquartered in Dallas, we have offices in Europe, Japan, Korea and one here, in Bangalore. In the past 18 months, we expanded our value-adding activities to amongst others Google, Nike, Walmart and Starbucks. The US/EMEA/India team is expanding rapidly and we look forward to having you on board and support our growing organization!


What you really do:

Design and operationalize various kinds of descriptive, predictive and prescriptive analytics relevant in the planning space.
While the analysis can happen in R, excel, SQL or o9’s tool, ensure the results are presented in a usable fashion for consumption in the o9 platform.


You will:

Ability to work with and as a true team
Ability to analyse problems by synthesizing complex information, evaluating alternate methods and articulating the result with the relevant assumptions/reasons
Knowledge of statistical and machine learning algorithms
Experience in using R and/or Python
Experience in implementing planning applications will be a plus
Knowledge of SQL, experience with ETL tools like Informatica/SSIS will be a plus
Having an educational background in Operations Research/Management will be a plus.

What is required by the position?

Experience of applied analytics in the field of Supply chain, like building Demand forecasting models, applied ML methods in improving Supply/Inventory planning etc.
Expertise at the juncture of planning and analytics for very diverse problems like recommending optimal assortments/pricing/inventory levels/forecasts, demand supply balancing etc.
SW tools: o9’s planning platform, R, SSIS, SQL, Excel.


What you get:

Flexible working schedule
Possibility to travel and work with clients
Exposure to the biggest brands in the world
A flat organization with a very strong entrepreneurial culture
A great team to support you and that you can support
Great people and unlimited fun at work
Possibility to really make a difference in a scale-up environment

Beer Fridays",3.3,"o9 Solutions, Inc.
3.3",Bengaluru,"Dallas, TX",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1
Data Scientist/5 yrs/Gurgaon,-1,"Description:

About Authbridge ● Authbridge is a risk assessment firm that provides tech-enabled solutions and platforms. We are currently Indias’s leading BGV company with more than 500 clients including companies like Infosys, E&Y, Wipro, Axis Bank etc. with delivery capacity in more than 140 countries. Purpose of the role ● To help the organization in Big Data transformation, analysis and translation Prior Work Experience ● Should have a minimum of 5 years of experience as a Data Scientist with experience in ML models or statistical models in R or Python ● Should have built demonstrable ML-based engines such as recommendation, fraud detection, image/pattern recognition ● Experience in working with Linux computing environment

● Utilize Data mining using open source toolkits ● Processing, cleansing, and verifying the integrity of data used for analysis ● Doing ad-hoc analysis and presenting results in a clear manner ● Develop insights from a vast amount of data

Good scripting and programming skills in Python / R ● Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc. ● Proficiency in MYSQL, ElasticSearch/Solr, and SPARK frameworks ● Working in Linux Computing Environment

Client has shared the below list of premium colleges, candidate has to be from one of the below. They want Senior Data Scientist with 5 to 7 Yrs experience (Relevant can be min 2 Yrs) with OCR and Image Processing hands on experience.

List of Premium Colleges as below –

Indian Institute of Technology Madras
Indian Institute of Technology Bombay
Indian Institute of Technology Delhi
Indian Institute of Technology Kharagpur
Indian Institute of Technology Kanpur
Indian Institute of Technology Roorkee
Indian Institute of Technology Guwahati
Anna University Chennai Tamil Nadu
Indian Institute of Technology Hyderabad
Institute of Chemical Technology Mumbai Maharashtra
National Institute of Technology Tiruchirappalli
Jadavpur University Kolkata West Bengal
Indian Institute of Technology (Indian School of Mines) Dhanbad
Indian Institute of Technology Indore Indore Madhya Pradesh
National Institute of Technology Rourkela Rourkela
Vellore Institute of Technology Vellore Tamil Nadu
Birla Institute of Technology & Science Pilani Rajasthan
Indian Institute of Technology Bhubaneswar Bhubaneswar
Indian Institute of Technology (Banaras Hindu University) Varanasi
Thapar Institute of Engineering and Technology Patiala
National Institute of Technology Surathkal Surathkal
Indian Institute of Technology Ropar Rupnagar Punjab
Indian Institute of Space Science and Technology Thiruvananthapuram
Indian Institute of Technology Patna Patna Bihar
National Institute of Technology Warangal Warangal Telangana
Birla Instituteu of Technology Ranchi
About PROLIM
Corporation



PROLIM
is a leading provider of end-to-end
IT, PLM and Engineering Services
and Solutions for Global 1000 companies. They understand business as much as technology, and help their customers improve
their profitability and efficiency by providing high-value technology
consulting, staffing, and project management outsourcing services.

Their IT and PLM consulting offerings include; Advisory, PLM Software/Services,
Program Management, Solution Architecture Training/Staffing, Cloud Solutions,
Servers/Networking, Infrastructure, ERP Practices and QA Services. Engineering services include Data Translation, CAD/CAM/CAE,
Process & Product Engineering, Prototyping, and Testing/Validation within a
wide range of markets and industries.",3.4,"PROLIM
3.4",Hyderabad,"Farmington Hills, MI",201 to 500 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),"Arena, HCL Technologies, PTC"
Associate Data Scientist - MFG,-1,"Noodle's Data Scientists build advanced AI models that change the way our clients do business by empowering them to make better decisions. Our solutions impact small and large businesses ranging from media, to retail companies, to airlines, to e-commerce, financial services, to government agencies. Members of our Data Science team are passionate about problem solving with applied data science and work with clients to explore, specify, and communicate high-value, AI- based solutions. We geek out about AI technology.

As a Data Scientist at Noodle.ai, you will collaborate with the Noodle Client Service team, Data Engineers, SW Engineers, UX Designers, and industry-specific experts from our client companies to build a deep understanding of our clients' business context and then develop, test, and deploy advanced AI models. As we grow, you will also develop reusable IP to help us move faster, dive deeper, and work more efficiently by generalizing the models, methodologies, and supporting infrastructure that you build. As one of the early hires to join the Noodle.ai team, you will have a significant impact on the future of Enterprise Artificial Intelligence.

Qualifications:
Must haves

1+ years of experience in applied artificial intelligence technologies including machine learning, predictive data analytics, and/or data science

BE/B.Tech or Advanced degree in a relevant field ( Computer Science, Operations Research, Statistics, Mathematics, Electrical Engineering, or other Computational Science )

Proficient in python

Experience with spark

Knowledge of data science/machine learning concepts

Demonstrated ability to iteratively conceptualize, design and build data-driven analytical models

Strong capabilities in modern analytics languages/tools

Collaborative, open, and respectful working style

Passion for learning and a desire to grow – Noodlers are life-long learners!

Nice to haves

Experience applying advanced AI techniques ( g., machine learning, predictive analytics. optimization, semantic analysis, time-series analysis, advanced visualization ) to real-world problems

Experience with R

Experience manipulating and preparing large, heterogeneous data sets (""Big Data"") to support advanced analytics

Demonstrated energy and passion that extends beyond your field of study – Are you a computer scientist who writes poetry? A mathematician who loves psychology? An engineer passionate about public policy? We want to build something with

Experience with (and excitement for) interdisciplinary collaboration",4.5,"Noodle.ai
4.5",Bengaluru,"San Francisco, CA",201 to 500 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1
Principal Data Scientist,-1,"10+ years of experience in machine learning, data mining, mathematical optimization.
PhD or Masters in Computers Science, Computer Engineering, or mathematics
Expert level knowledge in Hadoop/Mahout/MapReduce frameworks
Strong knowledge of NoSQL and Relational database systems including HBase, CouchDB, PostgreSQL, MySQL, Oracle etc.,
Background in predictive, diagnostic, operations analytics for engineering/industrial/M2M applications is strongly desired.
Good understanding of distributed systems
Knowledge of R, Matlab, SAS or other open-source/proprietary statistical packages

Overall: Recognized as the ‘go to’ expert in Analytics domain within the organization

Build design/code/test frameworks and rapid prototyping of new hypothesis
Assist engineering leadership in hiring and interviewing top talent
Steer Scrum reviews and stand-up meetings
Mentor junior staff, conduct design/code/test reviews
Contribute strongly to IP portfolio of the company in the form of patent disclosures, whitepapers, and blogs.

Roles and Responsibilities:
Drive architecture and design of in-house IP and customer solutions in the area of engineering analytics
Responsible for analyzing large data sets to develop custom models and algorithms to drive business solutions
Build complex data sets from multiple data sources and build learning systems and algorithms to analyze and filter continuous data flows and offline data analysis
Conduct statistical analysis and build models to determine trends, patterns and significant data relationships

Immediate joiner or short joiner is highly invited.

Contact
Bangalore - Corporate Office
Novel Tech Park, 46/4, GB Palya, Hosur Road, Bangalore, India - 560068.
+91 636 02 - 5133

Chennai
#408, Plot #2,1st Extn Street,Andal Nagar,AGS Colony, Velachery,Chennai, India - 600042.
+ 91 900 326 - 2287
info@continuesintelligence.com
Global Presence
Guidance Management W.L.L , #201,Opp Qatar Navigation Plaza, P.O.Box 30606, Doha - Qatar.
+ 974 443 19 651 (Board)
+ 974 662 59 283
+ 1 (972) 591 - 8280 (US)

Share

Connect and share.

Subscribe

Subscribe to our newsletter to receive news, updates, free stuff and new releases by Email.

© Copyright 2020, All Rights Reserved - Continues Intelligence Lab
Privacy Policy | Terms of Use

Home
Brief
About
Services
Solutions
Lab
Contact",-1,Continues Intelligence Lab,Bengaluru,"Bengaluru, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Senior Data Scientist,-1,"Role Summary:
We are looking for a highly motivated individual, passionate about technology to join Baker Hughes Digital team. As the Senior Data Scientist, in Baker Hughes Digital, you will focus on developing impactful and innovative analytics products for the O&G industry. The candidate will be responsible for designing analytics for products and solutions, leverage strong machine learning expertise to develop new analytics for driving growth in asset, application & industry coverage and lead engagements with external/internal customers. The candidate is also expected to mentor other engineers in analytics methods.

Essential Responsibilities:
Work in cross-functional teams to translate algorithms into commercially viable products and services.
Contribute to technical teams in development, deployment and application of applied analytics, predictive analytics and prescriptive analytics capabilities.
Develop self-learning systems that can predict failures and autocorrect based on multiple data sources
Work with the engineering team to incorporate your analyses and solutions, including working with the visualization team to create intuitive UI and rich UX stories. Partner with data engineers on data quality assessment, data cleansing and data analytics efforts
Gather and analyze data, devise innovative data science solutions and build prototypes to enable development of high-performance algorithms in scalable, product-ready code.
Initiate and propose unique and promising modeling features, develop new and innovative algorithms and technologies, pursuing patents where appropriate
Stay current on published state-of-the-art algorithms and competing technologies.
Contribute to the development of software and data delivery platforms that are service-oriented with reusable components across teams (multiple teams) that can be orchestrated together into different methods for different businesses.
Research and evaluate emerging technology, industry and market trends to assist in project development and/or operational support activities to for multiple teams or complex scenarios.

Qualifications/Requirements:
MS Degree in Computer Science or in “STEM” Majors (Science, Technology, Engineering and Math)
A minimum of 2 years as data scientist
A minimum of 3 years of technical hands-on coding experience

Eligibility Requirements:
Legal authorization to work in India. We will not sponsor individuals for employment visas, now or in the future, for this job
Any offer of employment is conditioned upon the successful completion of a background investigation and drug screen
Must be willing to travel

Desired Characteristics:
PhD in Computer Science or in “STEM” Majors (Science, Technology, Engineering and Math)
Strong distributed systems and architecture knowledge, and experience with multitier architecture
Mission critical systems experience is preferred
Ability to manage complex technical projects.
Demonstrates expertise in problem solving and technical innovation.
Demonstrated experience of delivering on commitments to clients.
Demonstrates capability of 'rolling up sleeves and getting hands dirty'.
Works well in fast paced growing environment.
Provides excellent influential communication skills and business acumen to both an arbitrator and advocate for technical issues.
Experience developing applications in an agile/DevOps environment would be a distinct advantage
Solid understanding of software development tools & infrastructure

Effective teaming and problem-solving abilities

Strong interpersonal and leadership skills
Able to interface effectively with all levels of the organization and external customers

Technical Expertise:
Proven experience coding in Machine Learning/AI techniques including Deep learning techniques (RNN, CNN, GAN, etc), Support Vector Machines; Regularization Techniques; Boosting, Random Forests, Ensemble Methods, image/video/audio processing, Bayesian modeling, time series modeling
Demonstrated experience in Parallel programming frameworks for GPUs, TPUs
Demonstrated ability to develop containerized solutions (Docker/Mesos etc)
Strong implementation experience with high-level languages and frameworks such as R, Python, Perl, Ruby, Scala, Apache Spark, Storm, SAS
Demonstrated ability to work with a variety of Deep learning frameworks including TensorFlow, Keras, Caffe, CNTK, etc…
Strong hands-on skills in sourcing, cleaning, manipulating and analyzing large volumes of data including SQL and NoSQL databases
Experience with end-to-end modeling projects, from research to solutions to analytic products
Proven experience in using well-established supervised and unsupervised machine learning methods for large industry-strength data analysis problems.
Participates in enterprise strategy development, including environmental analysis, opportunity identification, value cases and business innovation portfolio development. Reviews and/or analyzes and develops architectural requirements at domain level, aligning architectural requirements with software development strategy.
Leads and facilitates the domain’s architecture governance process based on EA’s governance structure.
Leads teams in developing plans and assessing improvement options.

Business Acumen:
Create, analyze and manage projects that provide direct business benefit; demonstrate detailed knowledge of business operations and strategic direction, including merger & acquisition opportunities
Understand industry trends and competitive landscape and the implications for your business
Partner with business leaders to align projects with business goals and needs.

Leadership:
Recommends allocation of budget to meet architectural initiatives critical to business/mission success.
Develops the business case for approval.
Provides leadership, technology guidance and mentors others throughout their domain.
Define the skills, competencies in the skills and talents for architecture team members.
Facilitates dialogues that produce new perspectives and trigger recommendations for substantial innovative / enhancements, and analysis of consequences.
Influences through others.
Uses experts or other third parties to influence.
Builds direct and ""behind the scenes"" support for ideas, uses chains of indirect influence.

Personal Attributes:
Challenges conventional thinking and traditional ways of operating and invites stakeholders to identify issues and opportunities.
Takes a holistic systems perspective.
Envisions, compares and contrasts multiple potential long-range enterprise-wide futures.
Empathizes with multiple points of view

Locations:
Bangalore, India",3.6,"Baker Hughes
3.6",Bengaluru,"Houston, TX",10000+ employees,-1,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",₹500+ billion (INR),-1
Senior Decision Scientist,-1,"PayPals Next-Generation Platforms Consumer Risk team is responsible for assessing and managing buyer-side financial risk exposures for this $8 billion portfolio (including identity theft, stolen financials, account takeover, and credit risk), as well as developing and implementing the policies, treatments, and experiences related to the management of these exposures. The team is also responsible for partnering with the corresponding Business Units to align with and influence their strategic priorities, educate business partners about Risk management principles, and collaboratively optimize the Risk treatments and experiences for these unique products and partners.

Each Decision Scientist on this team has full ownership of a portfolio of merchants and is responsible for end-to-end management of loss and decline rates. Day-to-day duties include data analysis, monitoring and forecasting, creating the logic for and implementing risk rules and strategies, providing requirements to data scientists and technology teams on attribute, model and platform requirements, and communicating with global stakeholders to ensure we deliver the best possible customer experience while meeting loss rate targets.

Scope of responsibility:
Work is generally self-directed with minimum supervision. Review is normally after the fact and may be developmental in nature.
Works on assignments that are of intermediate complexity with multiple steps in execution, and guided by generally defined processes and project requirements
Focuses primarily on completing short-term goals of a project efficiently and effectively
Job Requirements:
Strong analytical skills -- ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull together business cases and forecasts to navigate through multi-dimensional sets of tradeoffs.
Enthusiasm for data-driven problem solving within a fast-paced environment is a must. In addition, experience with Microsoft Excel or statistical software, working knowledge of SQL or other relational database languages, and hands-on experience in data analysis involving large data sets are strongly desired.
Polished communication and influence skills risk decision scientists need to collaborate cross-functionally with product managers, data scientists, business owners, and customers to learn from subject-matter experts, present findings in a clear and concise manner, and reach alignment on how to execute risk strategies. Demonstrated ability to influence groups and effectively resolve conflicts is required.
An innate intellectual curiosity, and a willingness to build awareness of current payments industry and risk management best practices. PayPal is constantly innovating by introducing new products and entering new markets, so successful risk analysts on this team must quickly get up speed on new content areas. You will be expected to become an expert in your specific domain
Can-do attitude, team player, energetic personality, ability to work well under pressure in a fast-paced and constantly changing environment to meet deadlines. The successful risk analyst is a self-starter who has the resilience to learn from their mistakes and reach their true potential.
Identify glitches in processes and tools and develop and execute solutions to overcome general issues and obstacles with little supervision.
Learning in-depth analysis of alternatives and applying specialized knowledge
Impact of decision has moderate reach
Seeks improvement within defined tasks. Understands, evaluates, and executes improvement ideas from supervisors
BS/BA degree with 5+ years of experience or masters degree with 3+ years of experience.",3.6,"PayPal
3.6",Bengaluru,"San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Square, Amazon, Apple"
Lead Data Scientist,-1,"LocationIndia / US / EuropeExperience10+ YearsAcademic Qualification:B.E., B.Tech/MBA from top-tier Engineering /B-School (IITs, IIM, NITs BITS) ORMasters in Statistics/Economics from leading UniversityOverviewContinuous, growth opportunities for career progression and personal developmentProfessional, stimulating, continuous learning, work environment based on camaraderie, individual mentorship, on-the-job and corporate trainingCompetitive and performance-oriented compensation and employee benefits packageIndustry benchmarked HR policies and practices, particularly in areas such as Performance Management, Learning and Professional Development, Career Planning and Compensation and Rewards.Roles and responsibilitiesLeading a team of analytics professionals to manage practice delivering analytics consulting projectsSectoral experience in Lifesciences, Financial Services, Airlines, Retail & ConsumerClear, articulate and confident written and verbal communication skills.Working experience in Advanced Analytics Techniques Predictive modelling Time series forecasting Machine Learning etc.Work directly with multinational clients, using advanced analytics to solve real-world business problems.The role will require a sound understanding of business functions, statistical concepts and algorithm design/implementation skills.Establishing and implementing Actionable Business Outcomes (ABOs) for predictive and prescriptive analytics use cases.Experience of handling high frequency streaming data for real time analysis and reporting.Be a brand ambassador for the company and represent the company in seminars and other public events related to data scienceExperience in relevant field such as Statistics, Computer Science or Applied Math or Operational Research.SPOCBuddhadeb BhattacharjeeMail toBuddhadeb.bhattacharjee@tcg-digital.com",3.0,"TCG Digital
3.0",India,"Somerset, NJ",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
CIEL/SEL/1882: Data scientist,-1,"Experience in
Python
&
R
programming
Â· Experience in
Machine Learning / Deep Learning
Â· Experience with common data science packages such as
NumPy, MatLab, Keras, Tensorflow, PyTorch, scikit learn
etc
Â· Should proactively fetch information from various sources and analyze it for better understanding and build AI tools that automate certain processes.
Â· The primary focus will be in applying data mining techniques, doing statistical analysis, and building high-quality prediction systems integrated within the products",4.5,"CIEL HR Services
4.5",Bengaluru,"Bengaluru, India",201 to 500 employees,2015,Company - Private,Staffing & Outsourcing,Business Services,₹1 to ₹5 billion (INR),-1
Senior Data Scientist,-1,"Summary


Do you get excited by intellectually stimulating problems? The Senior Data Scientist has to have a mix of advanced technology, customer and strategic business acumen. You will work in and lead teams as technical domain expert addressing statistical, machine learning and data understanding problems. You will be part of a data science or cross-disciplinary team on commercially-facing development projects, typically involving large, complex data sets. These teams typically include statisticians, computer scientists, software developers, engineers, product managers, and analysts

What you get to do

Develop analytics solutions to address customer needs and opportunities
Work alongside software developers and data engineers to translate algorithms into commercially viable products and services
Work in technical teams in development, deployment, and application of analytics solutions, leveraging technical components
Take responsibility for insights, reports, annotated code, and other projects artifacts to document, archive, and communicate outcomes to client and prospects based on these
Be responsible for entire solutioning and implementation cycle: From definition of business questions and hypotheses, to data sourcing and preparation, model development, and insight generation. Output of these analyses will be the basis for strategic resource allocation by BU and Leadership
Collaborate closely with other functions to advise, and support Business leadership in various types of advanced quantitative analyses, including but not limited to: Marketing Mix Analysis, Advanced Segmentation & Targeting, Personalization, Chatbot & Personal Assistant, CLTV etc
Lead and mentor a highly motivated team with exceptional talent
Work with the Business Development team in the pre sales & pilot engagements for analytics engagements
Evangelize TEG’s vision through case studies, participation at conferences, and creating thought leadership articles

What you will need to make an Impact
Should maintain high standards of quality and thoroughness. Should be able to monitor accuracy and quality of others work
Ability to lead new initiatives, prepare project plans and other supporting information
Experience across verticals will be a plus
Strategic business acumen, focus on results, passion for keeping up with media and technology trends
Ability to influence cross-functional and upper management to impact decision-making
Ten years of progressive advanced analytics work experience
Experience in marketing mix modeling, promotional response and price modeling, forecasting, optimization, simulation, and/or decision analysis
Post-graduate degree (Master’s/Ph.D) in a quantitative field (Statistics, Management Science, Operations Research, Engineering, Finance, Applied Mathematics, Mathematics, Business Administration etc, from Tier-1 institute",3.1,"TEG Analytics
3.1",Bengaluru,"Bengaluru, India",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
